# Archi curati manualmente da apply_curation_1..34.py (parole A-G)
# soggetto	relazione	oggetto	confidenza
ammazzare	CAUSES	morte	0.95
ammazzare	IS_A	azione	0.95
ammazzare	OPPOSITE_OF	curare	0.90
ammazzare	OPPOSITE_OF	salvare	0.95
ammazzare	SIMILAR_TO	assassinare	0.90
ammazzare	SIMILAR_TO	uccidere	0.95
ammenda	CAUSES	pagamento	0.95
ammenda	IS_A	punizione	0.95
ammenda	OPPOSITE_OF	premio	0.95
ammenda	SIMILAR_TO	multa	0.95
ammettere	CAUSES	ammissione	0.95
ammettere	CAUSES	verità	0.90
ammettere	IS_A	azione	0.95
ammettere	OPPOSITE_OF	escludere	0.90
ammettere	OPPOSITE_OF	negare	0.95
ammettere	SIMILAR_TO	accettare	0.90
ammettere	SIMILAR_TO	riconoscere	0.95
ammiccare	CAUSES	intesa	0.90
ammiccare	IS_A	azione	0.95
ammiccare	SIMILAR_TO	alludere	0.90
amministrare	CAUSES	amministrazione	0.95
amministrare	CAUSES	ordine	0.95
amministrare	IS_A	azione	0.95
amministrare	OPPOSITE_OF	disorganizzare	0.90
amministrare	SIMILAR_TO	gestire	0.95
amministrare	SIMILAR_TO	governare	0.95
amministratore	CAUSES	amministrazione	0.95
amministratore	IS_A	persona	0.95
amministratore	SIMILAR_TO	dirigente	0.95
amministratore	SIMILAR_TO	gestore	0.90
amministrazione	CAUSES	controllo	0.95
amministrazione	IS_A	organizzazione	0.95
amministrazione	SIMILAR_TO	gestione	0.90
amministrazione	SIMILAR_TO	governo	0.95
ammiraglio	CAUSES	comando	0.95
ammiraglio	IS_A	comandante	0.95
ammiraglio	IS_A	persona	0.95
ammiraglio	SIMILAR_TO	generale	0.90
ammirare	CAUSES	ammirazione	0.95
ammirare	IS_A	azione	0.95
ammirare	OPPOSITE_OF	disprezzare	0.95
ammirare	OPPOSITE_OF	ignorare	0.90
ammirare	SIMILAR_TO	apprezzare	0.95
ammirare	SIMILAR_TO	contemplare	0.90
ammirazione	CAUSES	rispetto	0.95
ammirazione	IS_A	sentimento	0.95
ammirazione	OPPOSITE_OF	disprezzo	0.95
ammirazione	OPPOSITE_OF	invidia	0.90
ammirazione	SIMILAR_TO	apprezzamento	0.95
ammirazione	SIMILAR_TO	stima	0.95
ammirevole	CAUSES	ammirazione	0.95
ammirevole	IS_A	qualità	0.95
ammirevole	OPPOSITE_OF	disprezzabile	0.95
ammirevole	SIMILAR_TO	esemplare	0.90
ammirevole	SIMILAR_TO	lodevole	0.95
ammissione	CAUSES	ingresso	0.95
ammissione	IS_A	concessione	0.95
ammissione	IS_A	dichiarazione	0.90
ammissione	OPPOSITE_OF	esclusione	0.95
ammissione	OPPOSITE_OF	negazione	0.95
ammissione	SIMILAR_TO	accettazione	0.95
ammobiliare	CAUSES	arredamento	0.95
ammobiliare	CAUSES	comodità	0.90
ammobiliare	IS_A	azione	0.95
ammobiliare	OPPOSITE_OF	smobiliare	0.95
ammobiliare	OPPOSITE_OF	svuotare	0.90
ammobiliare	SIMILAR_TO	arredare	0.95
ammodernare	CAUSES	miglioramento	0.90
ammodernare	CAUSES	novità	0.95
ammodernare	IS_A	azione	0.95
ammodernare	OPPOSITE_OF	invecchiare	0.95
ammodernare	SIMILAR_TO	aggiornare	0.95
ammodernare	SIMILAR_TO	rinnovare	0.95
ammollire	CAUSES	morbidezza	0.95
ammollire	IS_A	azione	0.95
ammollire	OPPOSITE_OF	indurire	0.95
ammollire	OPPOSITE_OF	seccare	0.90
ammollire	SIMILAR_TO	ammorbidire	0.95
ammollire	SIMILAR_TO	inzuppare	0.85
ammonire	CAUSES	ammonizione	0.95
ammonire	CAUSES	attenzione	0.90
ammonire	IS_A	azione	0.95
ammonire	OPPOSITE_OF	lodare	0.95
ammonire	OPPOSITE_OF	premiare	0.90
ammonire	SIMILAR_TO	avvertire	0.90
ammonire	SIMILAR_TO	rimproverare	0.95
ammonizione	CAUSES	attenzione	0.90
ammonizione	IS_A	punizione	0.90
ammonizione	IS_A	rimprovero	0.95
ammonizione	OPPOSITE_OF	lode	0.95
ammonizione	SIMILAR_TO	avvertimento	0.95
ammonizione	SIMILAR_TO	richiamo	0.95
ammontare	CAUSES	somma	0.95
ammontare	IS_A	azione	0.95
ammontare	SIMILAR_TO	equivalere	0.85
ammontare	SIMILAR_TO	sommare	0.90
ammorbare	CAUSES	malattia	0.90
ammorbare	CAUSES	puzza	0.95
ammorbare	IS_A	azione	0.95
ammorbare	OPPOSITE_OF	profumare	0.95
ammorbare	OPPOSITE_OF	purificare	0.95
ammorbare	SIMILAR_TO	appestare	0.95
ammorbare	SIMILAR_TO	infettare	0.90
ammorbidire	CAUSES	dolcezza	0.85
ammorbidire	CAUSES	morbidezza	0.95
ammorbidire	IS_A	azione	0.95
ammorbidire	OPPOSITE_OF	indurire	0.95
ammorbidire	OPPOSITE_OF	irrigidire	0.90
ammorbidire	SIMILAR_TO	ammollire	0.90
ammorbidire	SIMILAR_TO	mitigare	0.85
ammortizzare	CAUSES	protezione	0.90
ammortizzare	CAUSES	riduzione	0.95
ammortizzare	IS_A	azione	0.95
ammortizzare	OPPOSITE_OF	amplificare	0.90
ammortizzare	SIMILAR_TO	assorbire	0.90
ammortizzare	SIMILAR_TO	attutire	0.95
ammortizzatore	CAUSES	riduzione	0.95
ammortizzatore	IS_A	strumento	0.95
ammortizzatore	SIMILAR_TO	sospensione	0.90
ammucchiare	CAUSES	disordine	0.85
ammucchiare	CAUSES	mucchio	0.95
ammucchiare	IS_A	azione	0.95
ammucchiare	OPPOSITE_OF	distribuire	0.90
ammucchiare	OPPOSITE_OF	sparpagliare	0.95
ammucchiare	SIMILAR_TO	accumulare	0.95
ammucchiare	SIMILAR_TO	ammassare	0.95
amnistia	CAUSES	libertà	0.95
amnistia	IS_A	perdono	0.95
amnistia	OPPOSITE_OF	condanna	0.95
amnistia	OPPOSITE_OF	pena	0.90
amnistia	SIMILAR_TO	grazia	0.90
amnistia	SIMILAR_TO	indulto	0.95
amorale	CAUSES	indifferenza	0.90
amorale	IS_A	qualità	0.95
amorale	OPPOSITE_OF	etico	0.90
amorale	OPPOSITE_OF	morale	0.95
amorale	SIMILAR_TO	indifferente	0.85
amore	CAUSES	felicità	0.90
amore	CAUSES	unione	0.90
amore	IS_A	sentimento	0.95
amore	OPPOSITE_OF	indifferenza	0.90
amore	OPPOSITE_OF	odio	0.95
amore	SIMILAR_TO	affetto	0.90
amore	SIMILAR_TO	passione	0.85
amoreggiare	CAUSES	legame	0.85
amoreggiare	CAUSES	piacere	0.90
amoreggiare	IS_A	azione	0.95
amoreggiare	OPPOSITE_OF	litigare	0.90
amoreggiare	SIMILAR_TO	corteggiare	0.90
amoreggiare	SIMILAR_TO	flirtare	0.95
amorevole	CAUSES	affetto	0.95
amorevole	CAUSES	benessere	0.90
amorevole	IS_A	qualità	0.95
amorevole	OPPOSITE_OF	crudele	0.95
amorevole	OPPOSITE_OF	freddo	0.90
amorevole	SIMILAR_TO	affettuoso	0.95
amorevole	SIMILAR_TO	dolce	0.90
amoroso	CAUSES	passione	0.90
amoroso	IS_A	qualità	0.95
amoroso	OPPOSITE_OF	ostile	0.90
amoroso	SIMILAR_TO	innamorato	0.90
amoroso	SIMILAR_TO	romantico	0.95
ampiezza	CAUSES	spazio	0.90
ampiezza	IS_A	misura	0.95
ampiezza	OPPOSITE_OF	strettezza	0.95
ampiezza	SIMILAR_TO	grandezza	0.90
ampiezza	SIMILAR_TO	larghezza	0.95
ampio	CAUSES	libertà	0.85
ampio	IS_A	qualità	0.95
ampio	OPPOSITE_OF	angusto	0.90
ampio	OPPOSITE_OF	stretto	0.95
ampio	SIMILAR_TO	largo	0.95
ampio	SIMILAR_TO	vasto	0.95
ampliare	CAUSES	ampiezza	0.95
ampliare	CAUSES	crescita	0.90
ampliare	IS_A	azione	0.95
ampliare	OPPOSITE_OF	restringere	0.95
ampliare	OPPOSITE_OF	ridurre	0.95
ampliare	SIMILAR_TO	allargare	0.95
ampliare	SIMILAR_TO	estendere	0.95
amplificare	CAUSES	aumento	0.95
amplificare	CAUSES	suono	0.90
amplificare	IS_A	azione	0.95
amplificare	OPPOSITE_OF	attutire	0.90
amplificare	OPPOSITE_OF	ridurre	0.95
amplificare	SIMILAR_TO	aumentare	0.90
amplificare	SIMILAR_TO	ingrandire	0.90
amplificatore	CAUSES	aumento	0.90
amplificatore	CAUSES	suono	0.95
amplificatore	IS_A	strumento	0.95
amplificatore	SIMILAR_TO	altoparlante	0.85
amputare	CAUSES	amputazione	0.95
amputare	CAUSES	dolore	0.85
amputare	IS_A	azione	0.95
amputare	OPPOSITE_OF	curare	0.80
amputare	SIMILAR_TO	mozzare	0.95
amputare	SIMILAR_TO	tagliare	0.95
amputazione	CAUSES	mancanza	0.95
amputazione	CAUSES	salvezza	0.85
amputazione	IS_A	operazione	0.95
amputazione	SIMILAR_TO	taglio	0.90
anacronismo	CAUSES	incongruenza	0.90
anacronismo	IS_A	errore	0.95
anacronismo	OPPOSITE_OF	contemporaneità	0.90
anacronismo	SIMILAR_TO	incoerenza	0.85
anagrafe	CAUSES	ordine	0.90
anagrafe	IS_A	registro	0.95
anagrafe	IS_A	ufficio	0.90
anagrafe	SIMILAR_TO	registro	0.90
analcolico	CAUSES	dissetamento	0.90
analcolico	IS_A	bevanda	0.90
analcolico	IS_A	qualità	0.95
analcolico	OPPOSITE_OF	alcolico	0.95
analcolico	SIMILAR_TO	bevanda	0.85
analfabeta	CAUSES	ignoranza	0.90
analfabeta	IS_A	persona	0.95
analfabeta	OPPOSITE_OF	alfabetizzato	0.95
analfabeta	OPPOSITE_OF	istruito	0.95
analfabeta	SIMILAR_TO	ignorante	0.90
analisi	CAUSES	comprensione	0.90
analisi	CAUSES	conoscenza	0.95
analisi	IS_A	esame	0.95
analisi	IS_A	studio	0.95
analisi	OPPOSITE_OF	sintesi	0.95
analisi	SIMILAR_TO	esame	0.95
analisi	SIMILAR_TO	studio	0.90
analizzare	CAUSES	analisi	0.95
analizzare	CAUSES	scoperta	0.90
analizzare	IS_A	azione	0.95
analizzare	OPPOSITE_OF	ignorare	0.90
analizzare	OPPOSITE_OF	sintetizzare	0.90
analizzare	SIMILAR_TO	esaminare	0.95
analizzare	SIMILAR_TO	studiare	0.90
analogia	CAUSES	comprensione	0.90
analogia	IS_A	relazione	0.95
analogia	OPPOSITE_OF	contrasto	0.90
analogia	OPPOSITE_OF	differenza	0.95
analogia	SIMILAR_TO	affinità	0.90
analogia	SIMILAR_TO	somiglianza	0.95
analogico	CAUSES	funzionamento	0.90
analogico	IS_A	qualità	0.95
analogico	OPPOSITE_OF	digitale	0.95
analogico	SIMILAR_TO	continuo	0.85
analogo	CAUSES	paragone	0.90
analogo	IS_A	qualità	0.95
analogo	OPPOSITE_OF	diverso	0.95
analogo	OPPOSITE_OF	opposto	0.90
analogo	SIMILAR_TO	simile	0.95
analogo	SIMILAR_TO	somigliante	0.90
anarchia	CAUSES	caos	0.95
anarchia	CAUSES	libertà	0.90
anarchia	IS_A	ideologia	0.90
anarchia	IS_A	stato	0.95
anarchia	OPPOSITE_OF	governo	0.95
anarchia	OPPOSITE_OF	ordine	0.95
anarchia	SIMILAR_TO	disordine	0.95
anarchico	CAUSES	ribellione	0.95
anarchico	IS_A	persona	0.95
anarchico	OPPOSITE_OF	conformista	0.85
anarchico	OPPOSITE_OF	conservatore	0.90
anarchico	SIMILAR_TO	ribelle	0.95
anarchico	SIMILAR_TO	rivoluzionario	0.90
anatomia	CAUSES	conoscenza	0.95
anatomia	IS_A	scienza	0.95
anatomia	SIMILAR_TO	biologia	0.85
anatra	CAUSES	nuoto	0.90
anatra	IS_A	animale	0.95
anatra	IS_A	uccello	0.95
anatra	SIMILAR_TO	oca	0.90
anca	CAUSES	movimento	0.95
anca	IS_A	articolazione	0.95
anca	IS_A	osso	0.95
anca	SIMILAR_TO	bacino	0.85
ancestrale	CAUSES	memoria	0.90
ancestrale	IS_A	qualità	0.95
ancestrale	OPPOSITE_OF	moderno	0.95
ancestrale	OPPOSITE_OF	recente	0.90
ancestrale	SIMILAR_TO	antico	0.95
ancestrale	SIMILAR_TO	primitivo	0.95
anche	CAUSES	aggiunta	0.95
anche	IS_A	parola	0.95
anche	SIMILAR_TO	inoltre	0.95
anche	SIMILAR_TO	pure	0.95
ancorare	CAUSES	fissaggio	0.95
ancorare	CAUSES	stabilità	0.90
ancorare	IS_A	azione	0.95
ancorare	OPPOSITE_OF	liberare	0.90
ancorare	OPPOSITE_OF	salpare	0.95
ancorare	SIMILAR_TO	fissare	0.95
ancorare	SIMILAR_TO	legare	0.90
andamento	CAUSES	sviluppo	0.90
andamento	IS_A	movimento	0.90
andamento	IS_A	processo	0.95
andamento	SIMILAR_TO	corso	0.95
andamento	SIMILAR_TO	evoluzione	0.90
andare	CAUSES	spostamento	0.95
andare	IS_A	azione	0.95
andare	OPPOSITE_OF	fermarsi	0.90
andare	OPPOSITE_OF	restare	0.95
andare	OPPOSITE_OF	venire	0.95
andare	SIMILAR_TO	camminare	0.85
andare	SIMILAR_TO	muoversi	0.90
andatura	CAUSES	spostamento	0.95
andatura	IS_A	modo	0.95
andatura	IS_A	movimento	0.90
andatura	SIMILAR_TO	camminata	0.90
andatura	SIMILAR_TO	passo	0.95
aneddoto	CAUSES	divertimento	0.90
aneddoto	IS_A	racconto	0.95
aneddoto	SIMILAR_TO	episodio	0.90
aneddoto	SIMILAR_TO	storia	0.95
anello	CAUSES	legame	0.90
anello	IS_A	forma	0.90
anello	IS_A	gioiello	0.95
anello	SIMILAR_TO	cerchio	0.95
angelo	CAUSES	protezione	0.95
angelo	IS_A	creatura	0.95
angelo	OPPOSITE_OF	demone	0.95
angelo	OPPOSITE_OF	diavolo	0.95
angelo	SIMILAR_TO	spirito	0.90
angolo	CAUSES	chiusura	0.85
angolo	IS_A	forma	0.95
angolo	IS_A	spazio	0.90
angolo	SIMILAR_TO	spigolo	0.90
angoscia	CAUSES	paura	0.95
angoscia	CAUSES	sofferenza	0.95
angoscia	IS_A	emozione	0.95
angoscia	OPPOSITE_OF	serenità	0.95
angoscia	OPPOSITE_OF	tranquillità	0.95
angoscia	SIMILAR_TO	ansia	0.95
angoscia	SIMILAR_TO	tormento	0.90
angosciare	CAUSES	angoscia	0.95
angosciare	IS_A	azione	0.95
angosciare	OPPOSITE_OF	calmare	0.90
angosciare	OPPOSITE_OF	rasserenare	0.95
angosciare	SIMILAR_TO	preoccupare	0.90
angosciare	SIMILAR_TO	tormentare	0.95
angusto	CAUSES	scomodità	0.90
angusto	IS_A	qualità	0.95
angusto	OPPOSITE_OF	ampio	0.95
angusto	OPPOSITE_OF	spazioso	0.95
angusto	SIMILAR_TO	stretto	0.95
anidride	CAUSES	inquinamento	0.80
anidride	IS_A	gas	0.90
anidride	IS_A	sostanza	0.95
anidride	SIMILAR_TO	gas	0.85
anima	CAUSES	emozione	0.95
anima	CAUSES	vita	0.95
anima	IS_A	essenza	0.95
anima	IS_A	spirito	0.95
anima	OPPOSITE_OF	materia	0.90
anima	SIMILAR_TO	cuore	0.85
anima	SIMILAR_TO	spirito	0.95
animale	CAUSES	movimento	0.90
animale	CAUSES	vita	0.95
animale	IS_A	essere	0.95
animale	OPPOSITE_OF	pianta	0.85
animale	SIMILAR_TO	bestia	0.95
animare	CAUSES	movimento	0.95
animare	CAUSES	vita	0.95
animare	IS_A	azione	0.95
animare	OPPOSITE_OF	spegnere	0.90
animare	OPPOSITE_OF	uccidere	0.85
animare	SIMILAR_TO	muovere	0.90
animare	SIMILAR_TO	vivificare	0.95
animazione	CAUSES	intrattenimento	0.95
animazione	IS_A	arte	0.90
animazione	IS_A	movimento	0.95
animazione	SIMILAR_TO	vitalità	0.85
animo	CAUSES	coraggio	0.90
animo	CAUSES	emozione	0.95
animo	IS_A	essenza	0.90
animo	SIMILAR_TO	cuore	0.90
animo	SIMILAR_TO	spirito	0.95
animoso	CAUSES	azione	0.90
animoso	IS_A	qualità	0.95
animoso	OPPOSITE_OF	codardo	0.95
animoso	OPPOSITE_OF	timoroso	0.90
animoso	SIMILAR_TO	audace	0.95
animoso	SIMILAR_TO	coraggioso	0.95
annaffiare	CAUSES	crescita	0.95
annaffiare	IS_A	azione	0.95
annaffiare	OPPOSITE_OF	seccare	0.90
annaffiare	SIMILAR_TO	bagnare	0.90
annaffiare	SIMILAR_TO	irrigare	0.95
annebbiare	CAUSES	confusione	0.90
annebbiare	CAUSES	oscurità	0.85
annebbiare	IS_A	azione	0.95
annebbiare	OPPOSITE_OF	chiarire	0.90
annebbiare	OPPOSITE_OF	schiarire	0.95
annebbiare	SIMILAR_TO	offuscare	0.95
annebbiare	SIMILAR_TO	oscurare	0.90
annegare	CAUSES	morte	0.95
annegare	CAUSES	soffocamento	0.95
annegare	IS_A	azione	0.95
annegare	OPPOSITE_OF	respirare	0.90
annegare	OPPOSITE_OF	salvare	0.95
annegare	SIMILAR_TO	affogare	0.95
annerire	CAUSES	oscurità	0.95
annerire	IS_A	azione	0.95
annerire	OPPOSITE_OF	sbiancare	0.95
annerire	OPPOSITE_OF	schiarire	0.95
annerire	SIMILAR_TO	oscurare	0.90
annerire	SIMILAR_TO	scurire	0.95
annessione	CAUSES	espansione	0.95
annessione	IS_A	unione	0.95
annessione	OPPOSITE_OF	cessione	0.90
annessione	OPPOSITE_OF	separazione	0.95
annessione	SIMILAR_TO	conquista	0.90
annessione	SIMILAR_TO	unione	0.85
annettere	CAUSES	annessione	0.95
annettere	CAUSES	unione	0.90
annettere	IS_A	azione	0.95
annettere	OPPOSITE_OF	cedere	0.90
annettere	OPPOSITE_OF	separare	0.95
annettere	SIMILAR_TO	conquistare	0.85
annettere	SIMILAR_TO	unire	0.95
annidare	CAUSES	nascondiglio	0.95
annidare	IS_A	azione	0.95
annidare	OPPOSITE_OF	esporre	0.95
annidare	SIMILAR_TO	nascondere	0.95
annidare	SIMILAR_TO	rifugiare	0.90
annientare	CAUSES	morte	0.90
annientare	CAUSES	nulla	0.95
annientare	IS_A	azione	0.95
annientare	OPPOSITE_OF	creare	0.95
annientare	OPPOSITE_OF	salvare	0.95
annientare	SIMILAR_TO	distruggere	0.95
annientare	SIMILAR_TO	sterminare	0.95
anniversario	CAUSES	celebrazione	0.95
anniversario	IS_A	ricorrenza	0.95
anniversario	SIMILAR_TO	festa	0.90
anniversario	SIMILAR_TO	ricorrenza	0.95
anno	CAUSES	invecchiamento	0.90
anno	IS_A	misura	0.95
anno	SIMILAR_TO	ciclo	0.85
anno	SIMILAR_TO	periodo	0.90
annodare	CAUSES	nodo	0.95
annodare	CAUSES	unione	0.90
annodare	IS_A	azione	0.95
annodare	OPPOSITE_OF	slegare	0.95
annodare	OPPOSITE_OF	snodare	0.95
annodare	SIMILAR_TO	intrecciare	0.90
annodare	SIMILAR_TO	legare	0.95
annoiare	CAUSES	noia	0.95
annoiare	CAUSES	stanchezza	0.85
annoiare	IS_A	azione	0.95
annoiare	OPPOSITE_OF	divertire	0.95
annoiare	OPPOSITE_OF	interessare	0.95
annoiare	SIMILAR_TO	seccare	0.85
annoiare	SIMILAR_TO	stancare	0.90
annotare	CAUSES	annotazione	0.95
annotare	CAUSES	memoria	0.90
annotare	IS_A	azione	0.95
annotare	OPPOSITE_OF	cancellare	0.90
annotare	OPPOSITE_OF	dimenticare	0.95
annotare	SIMILAR_TO	scrivere	0.95
annotare	SIMILAR_TO	segnare	0.95
annotazione	CAUSES	memoria	0.90
annotazione	IS_A	scrittura	0.95
annotazione	OPPOSITE_OF	cancellazione	0.90
annotazione	SIMILAR_TO	appunto	0.95
annotazione	SIMILAR_TO	nota	0.95
annuale	CAUSES	ripetizione	0.90
annuale	IS_A	qualità	0.95
annuale	OPPOSITE_OF	giornaliero	0.80
annuale	OPPOSITE_OF	mensile	0.80
annuale	SIMILAR_TO	periodico	0.95
annuire	CAUSES	consenso	0.95
annuire	IS_A	azione	0.95
annuire	OPPOSITE_OF	negare	0.95
annuire	OPPOSITE_OF	rifiutare	0.90
annuire	SIMILAR_TO	acconsentire	0.95
annuire	SIMILAR_TO	approvare	0.90
annullare	CAUSES	fine	0.95
annullare	CAUSES	nulla	0.90
annullare	IS_A	azione	0.95
annullare	OPPOSITE_OF	confermare	0.95
annullare	OPPOSITE_OF	creare	0.95
annullare	SIMILAR_TO	cancellare	0.95
annullare	SIMILAR_TO	eliminare	0.95
annunciare	CAUSES	annuncio	0.95
annunciare	CAUSES	conoscenza	0.90
annunciare	IS_A	azione	0.95
annunciare	OPPOSITE_OF	nascondere	0.95
annunciare	OPPOSITE_OF	tacere	0.95
annunciare	SIMILAR_TO	comunicare	0.95
annunciare	SIMILAR_TO	dichiarare	0.95
annuncio	CAUSES	conoscenza	0.95
annuncio	IS_A	messaggio	0.95
annuncio	OPPOSITE_OF	segreto	0.95
annuncio	SIMILAR_TO	avviso	0.95
annuncio	SIMILAR_TO	comunicato	0.95
annusare	CAUSES	odore	0.95
annusare	IS_A	azione	0.95
annusare	OPPOSITE_OF	ignorare	0.80
annusare	SIMILAR_TO	fiutare	0.95
annusare	SIMILAR_TO	odorare	0.95
anomalia	CAUSES	sorpresa	0.90
anomalia	IS_A	differenza	0.95
anomalia	IS_A	errore	0.90
anomalia	OPPOSITE_OF	normalità	0.95
anomalia	OPPOSITE_OF	regolarità	0.95
anomalia	SIMILAR_TO	eccezione	0.95
anomalia	SIMILAR_TO	irregolarità	0.95
anomalo	CAUSES	anomalia	0.95
anomalo	IS_A	qualità	0.95
anomalo	OPPOSITE_OF	normale	0.95
anomalo	OPPOSITE_OF	regolare	0.95
anomalo	SIMILAR_TO	insolito	0.90
anomalo	SIMILAR_TO	irregolare	0.95
anonimato	CAUSES	segreto	0.95
anonimato	IS_A	stato	0.95
anonimato	OPPOSITE_OF	celebrità	0.90
anonimato	OPPOSITE_OF	fama	0.95
anonimato	SIMILAR_TO	segretezza	0.90
ansia	CAUSES	paura	0.90
ansia	IS_A	emozione	0.95
ansia	OPPOSITE_OF	calma	0.95
anticipo	IS_A	tempo	0.95
anticipo	OPPOSITE_OF	ritardo	0.95
antico	IS_A	qualità	0.90
antico	OPPOSITE_OF	moderno	0.95
antipatia	IS_A	sentimento	0.95
antipatia	OPPOSITE_OF	simpatia	0.95
apatia	IS_A	stato	0.95
apatia	OPPOSITE_OF	entusiasmo	0.90
apatico	IS_A	tratto	0.95
apatico	SIMILAR_TO	apatia	0.95
ape	CAUSES	miele	0.95
ape	IS_A	animale	0.95
apertura	IS_A	spazio	0.90
apertura	OPPOSITE_OF	chiusura	0.95
apparire	IS_A	azione	0.95
apparire	OPPOSITE_OF	scomparire	0.95
appartenenza	IS_A	legame	0.95
appendere	IS_A	azione	0.95
appendice	IS_A	parte	0.95
appesantire	IS_A	azione	0.95
appesantire	OPPOSITE_OF	alleggerire	0.95
apprendimento	IS_A	processo	0.95
apprezzamento	IS_A	giudizio	0.95
apprezzamento	OPPOSITE_OF	disprezzo	0.90
apprezzare	IS_A	azione	0.95
apprezzare	SIMILAR_TO	apprezzamento	0.95
approssimazione	IS_A	concetto	0.95
approssimazione	OPPOSITE_OF	precisione	0.95
approvare	IS_A	azione	0.95
approvare	OPPOSITE_OF	rifiutare	0.95
appuntito	IS_A	forma	0.95
appuntito	OPPOSITE_OF	smussato	0.90
appunto	IS_A	informazione	0.95
arancia	IS_A	frutto	0.95
architettura	IS_A	arte	0.95
architettura	IS_A	struttura	0.95
aria	IS_A	materia	0.95
armonia	IS_A	equilibrio	0.95
armonia	OPPOSITE_OF	caos	0.95
arredamento	IS_A	oggetto	0.95
arredare	IS_A	azione	0.95
arredare	SIMILAR_TO	arredamento	0.95
arrivo	IS_A	evento	0.95
arrivo	OPPOSITE_OF	partenza	0.95
arrogante	IS_A	tratto	0.95
arrogante	OPPOSITE_OF	umile	0.95
arte	IS_A	espressione	0.95
articolazione	IS_A	parte	0.95
artista	IS_A	persona	0.95
asciugare	IS_A	azione	0.95
asciugare	OPPOSITE_OF	bagnare	0.95
aspettare	CAUSES	attesa	0.95
aspettare	IS_A	azione	0.95
aspirare	IS_A	azione	0.95
aspirare	SIMILAR_TO	desiderare	0.90
aspirazione	IS_A	desiderio	0.95
aspirazione	SIMILAR_TO	obiettivo	0.90
aspro	IS_A	sapore	0.95
aspro	OPPOSITE_OF	dolce	0.95
assalire	IS_A	azione	0.95
assalire	OPPOSITE_OF	difendere	0.95
assistente	IS_A	ruolo	0.95
associare	IS_A	azione	0.95
associare	OPPOSITE_OF	dividere	0.95
assorbire	IS_A	azione	0.95
assorbire	OPPOSITE_OF	emettere	0.90
astronomia	IS_A	scienza	0.95
attenuare	IS_A	azione	0.95
attenuare	OPPOSITE_OF	intensificare	0.95
attesa	IS_A	stato	0.95
attesa	SIMILAR_TO	aspettare	0.95
attrazione	IS_A	forza	0.95
attrazione	OPPOSITE_OF	repulsione	0.95
attrezzo	IS_A	oggetto	0.95
attributo	IS_A	caratteristica	0.95
attrito	IS_A	forza	0.95
attrito	OPPOSITE_OF	scorrimento	0.90
attutire	IS_A	azione	0.95
attutire	SIMILAR_TO	attenuare	0.95
audace	IS_A	qualità	0.95
audace	OPPOSITE_OF	timido	0.95
aumento	IS_A	cambiamento	0.95
aumento	OPPOSITE_OF	diminuzione	0.95
aurora	IS_A	momento	0.95
aurora	OPPOSITE_OF	tramonto	0.95
automazione	IS_A	processo	0.95
avvertimento	CAUSES	attenzione	0.95
avvertimento	IS_A	messaggio	0.95
avvertire	IS_A	azione	0.95
avvertire	SIMILAR_TO	informare	0.90
avvisare	IS_A	azione	0.95
avvisare	SIMILAR_TO	avvertire	0.95
avviso	IS_A	messaggio	0.95
avviso	SIMILAR_TO	avvertimento	0.90
azione	IS_A	evento	0.95
azione	OPPOSITE_OF	inazione	0.95
bacino	IS_A	luogo	0.90
bagnare	IS_A	azione	0.95
bambino	IS_A	persona	0.95
bambino	OPPOSITE_OF	adulto	0.95
barriera	IS_A	ostacolo	0.95
barriera	OPPOSITE_OF	passaggio	0.95
basso	IS_A	misura	0.95
basso	OPPOSITE_OF	alto	0.95
bellezza	IS_A	qualità	0.95
bellezza	OPPOSITE_OF	bruttezza	0.95
bene	IS_A	valore	0.95
bene	OPPOSITE_OF	male	0.95
benessere	IS_A	stato	0.95
benessere	OPPOSITE_OF	malattia	0.95
benvenuto	IS_A	saluto	0.95
bestia	IS_A	animale	0.95
bestia	OPPOSITE_OF	umano	0.90
bevanda	IS_A	alimento	0.95
biscotto	IS_A	cibo	0.95
bisogno	CAUSES	azione	0.90
bisogno	IS_A	necessità	0.95
blocco	IS_A	ostacolo	0.95
blocco	OPPOSITE_OF	flusso	0.95
bocca	IS_A	parte	0.95
botanica	IS_A	scienza	0.95
burocrazia	IS_A	sistema	0.95
cacciare	IS_A	azione	0.95
cadere	IS_A	movimento	0.95
calare	IS_A	movimento	0.95
calare	OPPOSITE_OF	salire	0.95
calcolo	IS_A	operazione	0.95
caldo	IS_A	temperatura	0.95
caldo	OPPOSITE_OF	freddo	0.95
calendario	IS_A	strumento	0.95
calma	IS_A	stato	0.95
calma	OPPOSITE_OF	agitazione	0.95
cambiamento	IS_A	processo	0.95
cambiamento	OPPOSITE_OF	stabilità	0.95
camminare	IS_A	movimento	0.95
campo	IS_A	spazio	0.95
cancellare	IS_A	azione	0.95
cancellare	OPPOSITE_OF	creare	0.95
cancellazione	IS_A	evento	0.95
cancellazione	SIMILAR_TO	cancellare	0.95
caos	IS_A	stato	0.95
caos	OPPOSITE_OF	ordine	0.95
caratteristica	IS_A	attributo	0.95
carboidrato	CAUSES	energia	0.95
carboidrato	IS_A	nutriente	0.95
carisma	CAUSES	attrazione	0.95
carisma	IS_A	qualità	0.95
casa	CAUSES	sicurezza	0.90
